Rank,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
204,Marquez Valdes-Scantling,KC,10,28,WR,WR72,207
205,Jake Elliott,PHI,10,28,K,K9,208
206,Jayden Reed,GB,6,23,WR,WR73,209
207,Greg Zuerlein,NYJ,7,35,K,K10,210
208,Hayden Hurst,CAR,7,29,TE,TE25,211
209,John Metchie III,HOU,7,23,WR,WR74,212
210,Green Bay Packers,GB,6,null,DST,DST15,213
211,Zach Ertz,ARI,14,32,TE,TE26,214
212,Cincinnati Bengals,CIN,7,null,DST,DST16,215
213,Seattle Seahawks,SEA,5,null,DST,DST17,216
214,Jake Moody,SF,9,23,K,K11,217
215,Brandon McManus,JAX,9,32,K,K12,218
216,Washington Commanders,WAS,14,null,DST,DST18,219
217,Parris Campbell,NYG,13,26,WR,WR75,220
218,C.J. Stroud,HOU,7,21,QB,QB26,221
219,Hunter Henry,NE,11,28,TE,TE27,222
220,Graham Gano,NYG,13,36,K,K13,223
221,Cameron Dicker,LAC,5,23,K,K14,224
222,Chase Claypool,CHI,13,25,WR,WR76,225
223,Mac Jones,NE,11,24,QB,QB27,226
224,Matt Gay,IND,11,29,K,K15,227
225,Cleveland Browns,CLE,5,null,DST,DST19,228
226,Isaiah Hodgins,NYG,13,24,WR,WR77,229
227,Jimmy Garoppolo,LV,13,31,QB,QB28,230
228,Chase Brown,CIN,7,23,RB,RB62,231
229,Chase Edmonds,TB,5,27,RB,RB63,232
230,Noah Fant,SEA,5,25,TE,TE28,233
231,Matt Prater,ARI,14,39,K,K16,234
232,Tyler Conklin,NYJ,7,28,TE,TE29,235
233,Jason Sanders,MIA,10,27,K,K17,236
234,Van Jefferson,LAR,10,27,WR,WR78,237
235,Rashid Shaheed,NO,11,24,WR,WR79,238
236,Ryan Tannehill,TEN,7,35,QB,QB29,239
237,Joshua Kelley,LAC,5,25,RB,RB64,240
238,Sam Howell,WAS,14,22,QB,QB30,241
239,Marvin Mims Jr.,DEN,9,21,WR,WR80,242
240,Trey Lance,SF,9,23,QB,QB31,243
241,Los Angeles Chargers,LAC,5,null,DST,DST20,244
242,Luke Musgrave,GB,6,22,TE,TE30,245
243,Wan'Dale Robinson,NYG,13,22,WR,WR81,246
244,Jake Ferguson,DAL,7,24,TE,TE31,247
245,Justyn Ross,KC,10,23,WR,WR82,248
246,New York Giants,NYG,13,null,DST,DST21,249
247,Deuce Vaughn,DAL,7,21,RB,RB65,250
248,Baker Mayfield,TB,5,28,QB,QB32,251
249,Zach Evans,LAR,10,22,RB,RB66,252
250,Los Angeles Rams,LAR,10,null,DST,DST22,253
251,Minnesota Vikings,MIN,13,null,DST,DST23,254
252,Detroit Lions,DET,9,null,DST,DST24,255
253,James Robinson,NYG,13,25,RB,RB67,256
254,Ty Chandler,MIN,13,25,RB,RB68,257
255,Trey McBride,ARI,14,23,TE,TE32,258
256,DeVante Parker,NE,11,30,WR,WR83,259
257,Allen Robinson II,PIT,6,29,WR,WR84,260
258,Mecole Hardman Jr.,NYJ,7,25,WR,WR85,261
259,Robert Woods,HOU,7,31,WR,WR86,262
260,Isaiah Likely,BAL,13,23,TE,TE33,263
261,Joshua Palmer,LAC,5,23,WR,WR87,264
262,Carolina Panthers,CAR,7,null,DST,DST25,265
263,Pierre Strong Jr.,NE,11,24,RB,RB69,266
264,Josh Downs,IND,11,21,WR,WR88,267
265,Tank Dell,HOU,7,23,WR,WR89,268
266,Darius Slayton,NYG,13,26,WR,WR90,269
267,Jelani Woods,IND,11,24,TE,TE34,270
268,Indianapolis Colts,IND,11,null,DST,DST26,271
269,Richie James,KC,10,27,WR,WR91,272
270,Chicago Bears,CHI,13,null,DST,DST27,273
271,Sean Tucker,TB,5,21,RB,RB70,274
272,Desmond Ridder,ATL,11,23,QB,QB33,275
273,Latavius Murray,BUF,13,33,RB,RB71,276
274,Terrace Marshall Jr.,CAR,7,23,WR,WR92,277
275,Cade Otton,TB,5,24,TE,TE35,278
276,Deon Jackson,IND,11,24,RB,RB72,279
277,Riley Patterson,DET,9,24,K,K18,280
278,Tennessee Titans,TEN,7,null,DST,DST28,281
279,Las Vegas Raiders,LV,13,null,DST,DST29,282
280,Darnell Washington,PIT,6,21,TE,TE36,283
281,Chris Boswell,PIT,6,32,K,K19,284
282,Israel Abanikanda,NYJ,7,20,RB,RB73,285
283,Isaiah Spiller,LAC,5,22,RB,RB74,286
284,Zack Moss,IND,11,25,RB,RB75,287
285,DeWayne McBride,MIN,13,22,RB,RB76,288
286,JaMycal Hasty,JAX,9,26,RB,RB77,290
287,Logan Thomas,WAS,14,32,TE,TE37,291
288,Khalil Shakir,BUF,13,23,WR,WR93,292
289,Atlanta Falcons,ATL,11,null,DST,DST30,293
290,Tyquan Thornton,NE,11,23,WR,WR94,294
291,Hassan Haskins,TEN,7,23,RB,RB78,295
292,Kayshon Boutte,NE,11,21,WR,WR95,296
293,Malik Davis,DAL,7,24,RB,RB79,297
294,Arizona Cardinals,ARI,14,null,DST,DST31,298
295,Zonovan Knight,NYJ,7,22,RB,RB80,299
296,Marvin Jones Jr.,DET,9,33,WR,WR96,300
297,Evan Hull,IND,11,22,RB,RB81,301
298,Boston Scott,PHI,10,28,RB,RB82,302
299,Kenny McIntosh,SEA,5,23,RB,RB83,303
300,Eric Gray,NYG,13,23,RB,RB84,304
301,Kyren Williams,LAR,10,22,RB,RB85,305
302,Ty Montgomery,NE,11,30,WR,WR97,306
303,Robert Tonyan,CHI,13,29,TE,TE38,307
304,Michael Badgley,WAS,14,28,K,K20,308
305,Daniel Bellinger,NYG,13,22,TE,TE39,309
306,Kendrick Bourne,NE,11,28,WR,WR98,310
307,Kyle Juszczyk,SF,9,32,FB,RB86,311
308,Corey Davis,NYJ,7,28,WR,WR99,312
309,David Durden,DAL,7,24,WR,WR100,313
310,Houston Texans,HOU,7,null,DST,DST32,314
311,Deneric Prince,KC,10,23,RB,RB87,315
312,Will Levis,TEN,7,24,QB,QB34,316
313,Keaontay Ingram,ARI,14,23,RB,RB88,317
314,Nick Westbrook-Ikhine,TEN,7,26,WR,WR101,318
315,D'Ernest Johnson,JAX,9,27,RB,RB89,319
316,Eddy Piñeiro,CAR,7,27,K,K21,320
317,Taylor Heinicke,ATL,11,30,QB,QB35,321
318,Mack Hollins,ATL,11,29,WR,WR102,322
319,Greg Dortch,ARI,14,25,WR,WR103,323
320,Michael Wilson,ARI,14,23,WR,WR104,324
321,Puka Nacua,LAR,10,22,WR,WR105,325
322,Cedric Tillman,CLE,5,23,WR,WR106,326
323,Matt Breida,NYG,13,28,RB,RB90,327
324,Jacoby Brissett,WAS,14,30,QB,QB36,329
325,Greg Joseph,MIN,13,29,K,K22,330
326,Jordan Mason,SF,9,24,RB,RB91,331
327,Cade York,CLE,5,22,K,K23,332
328,Russell Gage,TB,5,27,WR,WR107,333
329,Tutu Atwell,LAR,10,23,WR,WR108,334
330,Trayveon Williams,CIN,7,25,RB,RB92,335
331,Melvin Gordon III,BAL,13,30,RB,RB93,336
332,Isaiah McKenzie,IND,11,28,WR,WR109,337
333,Marcus Mariota,PHI,10,29,QB,QB37,338
334,Mike White,MIA,10,28,QB,QB38,339
335,Sam Darnold,SF,9,26,QB,QB39,340
336,Colt McCoy,ARI,14,36,QB,QB40,341
337,Tanner Brown,LAR,10,23,K,K24,342
338,Sterling Shepard,NYG,13,30,WR,WR110,343
339,Calvin Austin III,PIT,6,24,WR,WR111,345
340,Brandon Aubrey,DAL,7,28,K,K25,346
341,Ronald Jones,DAL,7,26,RB,RB94,347
342,Reggie Gilliam,BUF,13,25,FB,RB95,348
343,Kyle Trask,TB,5,25,QB,QB41,349
344,Austin Hooper,LV,13,28,TE,TE40,350
345,A.T. Perry,NO,11,23,WR,WR112,351
346,Ben Skowronek,LAR,10,26,WR,WR113,352
347,Quez Watkins,PHI,10,25,WR,WR114,353
348,Durham Smythe,MIA,10,28,TE,TE41,354
349,DeAndre Carter,LV,13,30,WR,WR115,355
350,Jauan Jennings,SF,9,26,WR,WR116,356
351,Kenyan Drake,IND,11,29,RB,RB96,358
352,Jimmy Graham,NO,11,36,TE,TE42,359
353,Luke Schoonmaker,DAL,7,24,TE,TE43,360
354,KhaDarel Hodge,ATL,11,28,WR,WR117,361
355,Chris Moore,TEN,7,30,WR,WR118,362
356,Tristan Vizcaino,DAL,7,27,K,K26,363
357,Foster Moreau,NO,11,26,TE,TE44,364
358,Will Dissly,SEA,5,27,TE,TE45,365
359,Wil Lutz,NO,11,29,K,K27,366
360,Josh Reynolds,DET,9,28,WR,WR119,367
361,Braxton Berrios,MIA,10,27,WR,WR120,368
362,Caleb Shudak,TEN,7,25,K,K28,369
363,Ke'Shawn Vaughn,TB,5,26,RB,RB97,370
364,Kyle Philips,TEN,7,24,WR,WR121,371
365,Raheem Blackshear,CAR,7,25,RB,RB98,373
366,Devin Duvernay,BAL,13,25,WR,WR122,374
367,Tyler Huntley,BAL,13,25,QB,QB42,375
368,Chase McLaughlin,TB,5,27,K,K29,377
369,Noah Gray,KC,10,24,TE,TE46,378
370,Zach Wilson,NYJ,7,24,QB,QB43,379
371,Chris Rodriguez Jr.,WAS,14,22,RB,RB99,380
372,Andy Dalton,CAR,7,35,QB,QB44,381
373,Trevor Siemian,CIN,7,31,QB,QB45,382
374,Hendon Hooker,DET,9,25,QB,QB46,384
375,Spencer Brown,CAR,7,24,RB,RB100,385
376,Mitch Trubisky,PIT,6,28,QB,QB47,386
377,Montrell Washington,DEN,9,24,WR,WR123,387
378,C.J. Uzomah,NYJ,7,30,TE,TE47,388
379,Kyle Allen,BUF,13,27,QB,QB48,389
380,Johnny Johnson III,HOU,7,24,WR,WR124,390
381,Drew Lock,SEA,5,26,QB,QB49,391
382,Sean Clifford,GB,6,25,QB,QB50,392
383,Trey Sermon,PHI,10,24,RB,RB101,393
384,Davis Mills,HOU,7,24,QB,QB51,394
385,Chris Evans,CIN,7,25,RB,RB102,395
386,Kennedy Brooks,PHI,10,24,RB,RB103,396
387,John Parker Romo,DET,9,25,K,K30,397
388,Charleston Rambo,PHI,10,24,WR,WR125,398
389,Bailey Zappe,NE,11,24,QB,QB52,399
390,Ka'imi Fairbairn,HOU,7,29,K,K31,400
391,Hunter Long,LAR,10,24,TE,TE48,401
392,Jake Verity,TB,5,25,K,K32,402
393,Charlie Kolar,BAL,13,24,TE,TE49,403
394,Brock Wright,DET,9,24,TE,TE50,404
395,Khalan Laborn,SF,9,24,RB,RB104,405
396,Ihmir Smith-Marsette,KC,10,23,WR,WR126,406
397,Dennis Houston,DAL,7,24,WR,WR127,407
398,Cooper Rush,DAL,7,29,QB,QB53,408
399,Nathan Rourke,JAX,9,25,QB,QB54,409
400,Connor Heyward,PIT,6,24,TE,TE51,410
401,E.J. Perry,HOU,7,25,QB,QB55,411
402,Nick Muse,MIN,13,24,TE,TE52,412
403,Joshua Dobbs,CLE,5,28,QB,QB56,413
404,Quintin Morris,BUF,13,24,TE,TE53,414
405,Salvon Ahmed,MIA,10,24,RB,RB105,415
406,Craig Reynolds,DET,9,27,RB,RB106,416
407,Trey Wolff,TEN,7,23,K,K33,417
408,Amari Rodgers,IND,11,23,WR,WR128,418
409,Cairo Santos,CHI,13,31,K,K34,419
410,Elliott Fry,DEN,9,28,K,K35,420
411,Anders Carlson,GB,6,25,K,K36,421
412,Stetson Bennett,LAR,10,25,QB,QB57,422
413,Jake Haener,NO,11,24,QB,QB58,423
414,Charlie Jones,CIN,7,24,WR,WR129,425
415,Jarrett Stidham,DEN,9,27,QB,QB59,426
416,Alfonzo Graham,PIT,6,23,RB,RB107,427
417,Cody White,PIT,6,24,WR,WR130,428
418,Blake Proehl,MIN,13,24,WR,WR131,429
419,Tyrod Taylor,NYG,13,34,QB,QB60,431
420,Lance McCutcheon,LAR,10,24,WR,WR132,432
421,Reggie Roberson Jr.,TEN,7,25,WR,WR133,433
422,Isaiah Coulter,BUF,13,24,WR,WR134,434
423,Kyric McGowan,WAS,14,23,WR,WR135,435
424,Tim Jones,JAX,9,25,WR,WR136,436
425,Colton Dowell,TEN,7,24,WR,WR137,437
426,Christopher Dunn,LAR,10,25,K,K37,438
427,Peyton Hendershot,DAL,7,24,TE,TE54,439
428,Jaelon Darden,CLE,5,24,WR,WR138,440
429,Austin Trammell,LAR,10,25,WR,WR139,441
430,Dan Arnold,PHI,10,28,TE,TE55,442
431,Larry Rountree III,LAC,5,24,RB,RB108,443
432,Stone Smartt,LAC,5,24,TE,TE56,445
433,Trestan Ebner,CHI,13,24,RB,RB109,446
434,David Moore,TB,5,28,WR,WR140,447
435,Caleb Huntley,ATL,11,24,RB,RB110,448
436,Malik Cunningham,NE,11,24,QB,QB61,450
437,Laviska Shenault Jr.,CAR,7,24,WR,WR141,451
438,Tylan Wallace,BAL,13,24,WR,WR142,452
439,Xazavian Valladay,HOU,7,25,RB,RB111,454
440,Alec Ingold,MIA,10,27,FB,RB112,455
441,Gardner Minshew,IND,11,27,QB,QB62,456
442,Tyler Scott,CHI,13,21,WR,WR143,457
443,Colby Parkinson,SEA,5,24,TE,TE57,458
444,Chad Ryland,NE,11,23,K,K38,459
445,Gary Brightwell,NYG,13,24,RB,RB113,460
446,Dontayvion Wicks,GB,6,22,WR,WR144,461
447,Bo Melton,GB,6,24,WR,WR145,462
448,Jake Tonges,CHI,13,24,TE,TE58,463
449,Tay Martin,SF,9,25,WR,WR146,464
450,David Bell,CLE,5,22,WR,WR147,465
451,Abram Smith,MIN,13,24,RB,RB114,466
452,Noah Gindorff,SEA,5,24,TE,TE59,467
453,Jalen Tolbert,DAL,7,24,WR,WR148,468
454,Demario Douglas,NE,11,22,WR,WR149,469
455,Braylon Sanders,MIA,10,24,WR,WR150,470
456,Noah Brown,HOU,7,27,WR,WR151,472
457,Donald Parham Jr.,LAC,5,25,TE,TE60,473
458,Jermar Jefferson,DET,9,23,RB,RB115,474
459,Josh Ali,ATL,11,24,WR,WR152,475
460,Aidan O'Connell,LV,13,24,QB,QB63,476
461,Lynn Bowden Jr.,NO,11,25,WR,WR153,477
462,Zack Kuntz,NYJ,7,24,TE,TE61,478
463,Justin Shorter,BUF,13,23,WR,WR154,479
464,Matt Landers,SEA,5,24,WR,WR155,481
465,Jaret Patterson,WAS,14,23,RB,RB116,482
466,Albert Okwuegbunam,DEN,9,25,TE,TE62,483
467,Deonte Harty,BUF,13,25,WR,WR156,484
468,Lucas Havrisik,IND,11,23,K,K39,485
469,Michael Woods II,CLE,5,23,WR,WR157,486
470,C.J. Ham,MIN,13,30,FB,RB117,488
471,Josh Whyle,TEN,7,23,TE,TE63,489
472,Daylen Baldwin,CLE,5,23,WR,WR158,490
473,Gunner Olszewski,PIT,6,26,WR,WR159,491
474,Slade Bolden,ATL,11,24,WR,WR160,494
475,Brenton Strange,JAX,9,22,TE,TE64,495
476,Tyler Goodson,GB,6,22,RB,RB118,496
477,Olamide Zaccheaus,PHI,10,26,WR,WR161,497
478,Darwin Thompson,SEA,5,26,RB,RB119,498
479,Ashton Dulin,IND,11,26,WR,WR162,499
480,Clayton Tune,ARI,14,24,QB,QB64,500
481,Trent Sherfield,BUF,13,27,WR,WR163,501
482,Tyrion Davis-Price,SF,9,22,RB,RB120,502
483,Jalen Moreno-Cropper,DAL,7,22,WR,WR164,503
484,Trinity Benson,DET,9,26,WR,WR165,504
485,Sincere McCormick,LV,13,22,RB,RB121,505
486,Gerrit Prince,JAX,9,25,TE,TE65,506
487,Nikola Kalinic,LAR,10,26,TE,TE66,507
488,Malik Taylor,NYJ,7,27,WR,WR166,508
489,Jerrion Ealy,KC,10,22,WR,WR167,509
490,Jody Fortson,KC,10,27,TE,TE67,510
491,Lew Nichols,GB,6,21,RB,RB122,511
492,Dontario Drummond,DAL,7,25,WR,WR168,513
493,Deven Thompkins,TB,5,23,WR,WR169,514
494,Trenton Irwin,CIN,7,27,WR,WR170,515
495,Makai Polk,BAL,13,22,WR,WR171,516
496,Kevin Harris,NE,11,22,RB,RB123,517
497,Joseph Ngata,PHI,10,22,WR,WR172,518
498,Trey Palmer,TB,5,22,WR,WR173,519
499,Shi Smith,CAR,7,24,WR,WR174,520
500,Max Duggan,LAC,5,22,QB,QB65,521
501,Samori Toure,GB,6,25,WR,WR175,522
502,Dyami Brown,WAS,14,23,WR,WR176,523
503,C.J. Johnson,SEA,5,22,WR,WR177,524
504,Jadon Haselwood,PHI,10,22,WR,WR178,525
505,Dee Eskridge,SEA,5,26,WR,WR179,526
506,James Mitchell,DET,9,22,TE,TE68,527
507,Will Mallory,IND,11,24,TE,TE69,528
508,Jacob Copeland,MIN,13,24,WR,WR180,529
